winery,wine,year,rating,num_review,region,price,type,grapes,region_map,region_map2
Daterra Viticultores,Camino de la Frontera Blanco 2019,2019,3.8,28,España / Castilla y León / Tierra del Vino de Zamora,15.45,Otro,"Malvasia, Verdejo",Castilla y León,Castilla y León
Castell del Remei,Costers Del Segre 1780 2016,2016,4.2,102,España / Cataluña / Costers del Segre,22.90,Otro,100 % de Cabarnet Sauvignon,Cataluña,Cataluña
Remelluri,Rioja Reserva 2007,2007,3.9,1972,España / Rioja,27.50,Vino tinto,"90 % de Tempranillo, 5 % de Graciano, 5 % de Garnacha",Rioja,Rioja
Tobia,Óscar Tobía Gran Reserva Rioja 2014,2014,4.4,37,España / Rioja,31.51,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Pago de Las Encomiendas,Unadir Tinto 2015,2015,3.5,108,España / Extremadura,9.60,Vino tinto,"Shiraz/Syrah, Tempranillo",Extremadura,Extremadura
Bodegas Godelia,Viernes Mencía 2019,2019,3.6,232,España / Castilla y León / Bierzo,6.90,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Alta Alella,Dolç Mataró 2018,2018,4.4,75,España / Cataluña / Alella,17.54,Vino de postre,Mataro,Cataluña,Cataluña
Murua,Rioja Blanco 2015,2015,4.1,97,España / Rioja,14.63,Vino blanco,"Malvasia, Viura, Garnacha Blanca",Rioja,Rioja
Málaga Virgen,Pernales Syrah 2020,2020,3.9,58,España / Andalucía / Sierras de Málaga,9.50,Vino tinto,100 % de Shiraz/Syrah,Andalucía,Andalucía
Azpilicueta,Crianza 2013,2013,3.6,1364,España / Rioja,17.10,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Clos Figueras,Serras del Priorat 2021,2021,3.7,32,España / Cataluña / Priorato,16.71,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Hugas de Batlle,Coma Fredosa 2014,2014,4.0,74,España / Cataluña / Empordà,17.36,Otro,100 % de Cabarnet Sauvignon,Cataluña,Cataluña
Viña Pomal,Terruño Centenario Reserva 2015,2015,4.0,1836,España / Rioja,13.85,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Pago Calzadilla,Classic 2013,2013,3.9,72,España / Castilla / Pago Calzadilla,14.90,Vino tinto,"60 % de Tempranillo, 20 % de Cabernet Sauvignon, 10 % de Shiraz/Syrah, 10 % de Garnacha",Castilla,Castilla
Finca Sandoval,Salia 2012,2012,4.0,121,España / Castilla / Manchuela,12.49,Vino tinto,"Shiraz/Syrah, Garnacha, Touriga Nacional",Castilla,Castilla
Bell Cros,EL Camí 2018,2018,3.8,67,España / Cataluña / Tarragona / Montsant,10.50,Vino tinto,"79 % de Cariñena, 11 % de Garnacha Tinta, 10 % de Tempranillo",Cataluña,Cataluña
Alta Alella,Parvus Chardonnay 2021,2021,3.8,32,España / Cataluña / Alella,8.45,Vino blanco,100 % de Chardonnay,Cataluña,Cataluña
Rejadorada,Antona Garcia 2017,2017,3.9,44,España / Castilla y León / Toro,11.59,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Portal del Priorat,Clos del Portal Negre de Negres 2019,2019,4.0,87,España / Cataluña / Priorato,21.02,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Suertes del Marqués,Cool 2020,2020,3.7,51,España / Islas Canarias / Valle de la Orotava,16.25,Vino tinto,100 % de Listan Negro,Islas Canarias,Islas Canarias
Arzuaga,Pago Florentino 2017,2017,4.1,474,España / Castilla / Pago Florentino,12.30,Vino tinto,100 % de Tempranillo,Castilla,Castilla
Coto de Gomariz (María Álvarez Serrano),X Albarino 2019,2019,4.0,61,España / Galicia / Ribeiro,12.20,Vino blanco,"95 % de Albariño, 5 % de Treixadura",Galicia,Galicia
Vinyes Domenech,Vi D'Àmfora Natural 2020,2020,3.8,89,España / Cataluña / Tarragona / Montsant,13.71,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Masia Serra,IO 2015,2015,3.7,83,España / Cataluña / Empordà,10.47,Vino tinto,"Cabernet Franc, Merlot, Garnacha",Cataluña,Cataluña
Arnegui,Tempranillo Rioja 2020,2020,3.5,152,España / Rioja,4.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Can Blau,Mas de Can Blau 2013,2013,4.2,428,España / Cataluña / Tarragona / Montsant,29,Otro,100 % de Cariñena,Cataluña,Cataluña
Tridente,Tempranillo 2014,2014,3.8,971,España / Castilla y León,11.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Breca,Garnacha 2018,2018,3.8,135,España / Aragón / Calatayud,12.45,Otro,100 % de Grenache,Aragón,Aragón
Dehesa del Carrizal,Cabernet Sauvignon 2019,2019,4.3,91,España / Castilla / Dehesa del Carrizal,14.95,Vino tinto,100 % de Cabernet Sauvignon,Castilla,Castilla
Atlan & Artisan,8 Vents Mallorca 2017,2017,4.2,281,España / Islas Baleares / Mallorca,19.85,Otro,"Cabernet Sauvignon, Merlot, Callet, Manto Negro",Islas Baleares,Islas Baleares
Adega Valdes,Gundian Albariño 2020,2020,4.1,122,España / Galicia / Rías Baixas,11.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Bodegas Piqueras,Vendimia Seleccionada Monastrell - Garnacha Tintorera 2017,2017,4.1,32,España / Castilla / Almansa,13.95,Vino tinto,"Monastrell, Garnacha Tintorera",Castilla,Castilla
Hugas de Batlle,Coma de Vaixell 2014,2014,3.9,144,España / Cataluña / Empordà,11.92,Vino tinto,"Cabernet Sauvignon, Grenache, Merlot",Cataluña,Cataluña
Inurrieta,Mediodía Rosado 2021,2021,3.7,52,España / Navarra,4.70,Vino rosado,100 % de Garnacha,Navarra,Navarra
Monteabellon,Verdejo 2020,2020,3.8,122,España / Castilla y León / Rueda,7.20,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Coelus,Crianza Tempranillo 2017,2017,3.6,42,España / Rioja,6.70,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Hacienda Solano,Selección 2019,2019,3.8,201,España / Castilla y León / Ribera del Duero,11.25,Vino tinto,"98 % de Tempranillo, 2 % de Albillo",Castilla y León,Castilla y León
Viña Pedrosa,Gran Reserva 2014,2014,4.4,65,España / Castilla y León / Ribera del Duero,54.50,Vino tinto,"90 % de Tinta del Pais, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Remírez de Ganuza,Rioja Blanco 2018,2018,4.3,559,España / Rioja,27.46,Vino blanco,100 % de Malvasia,Rioja,Rioja
Lan,Xtréme Ecológico Crianza 2017,2017,3.9,140,España / Rioja,12.20,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Arraez,Mala Vida Blanc 2019,2019,3.6,58,España / Valencia,6.90,Vino blanco,"Muscatel, Merseguera",Valencia,Valencia
Ysios,Edición Limitada 2012,2012,4.2,115,España / Rioja,69,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Tianna Negre,Ses Nines Negre 2020,2020,3.7,35,España / Islas Baleares / Mallorca / Binissalem-Mallorca,10.90,Vino tinto,"Cabernet Sauvignon, Merlot, Callet, Manto Negro, Shiraz/Syrah",Islas Baleares,Islas Baleares
Celler la Salada,Roig Boig 2019,2019,4.0,288,España / Cataluña / Penedès,11.60,Vino tinto,100 % de Xarel-lo,Cataluña,Cataluña
Valtravieso,Valtravieso Nogara Verdejo 2020,2020,3.7,46,España / Castilla y León / Rueda,8.50,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Tentenublo,Los Corrillos Tinto 2016,2016,3.8,62,España / Rioja,33.70,Vino tinto,100 % de Viura,Rioja,Rioja
Casa Rojo,La Marimorena Albariño 2021,2021,4.0,109,España / Galicia / Rías Baixas,15.95,Vino blanco,100 % de Albariño,Galicia,Galicia
Venta La Vega - Bodegas Almanseñas,Adaras Lluvia 2021,2021,4.0,39,España / Castilla,5.40,Vino blanco,100 % de Verdejo,Castilla,Castilla
Pradorey,Élite 2018,2018,4.3,221,España / Castilla y León / Ribera del Duero,29.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Maset del Lleó,Gran Origen Cabernet Sauvignon Crianza 2018,2018,3.5,90,España / Cataluña,7.95,Vino tinto,100 % de Cabarnet Sauvignon,Cataluña,Cataluña
Mas Llunes,Emporion 2016,2016,3.7,36,España / Cataluña / Empordà,16.21,Otro,"Cabernet Sauvignon, Grenache",Cataluña,Cataluña
Jiménez-Landi,Las Uvas de la Ira 2017,2017,3.8,324,España / Castilla / Méntrida,20.57,Vino tinto,100 % de Garnacha,Castilla,Castilla
Sandara,Chardonnay & Sake N.V.,1882,3.6,251,España / Valencia,3.99,Vino espumoso,100 % de Chardonnay,Valencia,Valencia
Peñafiel,Miros de Ribera Crianza 2018,2018,4.0,238,España / Castilla y León / Ribera del Duero,14.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Reyes,Tamiz de Teófilo Reyes 2020,2020,3.7,37,España / Castilla y León / Ribera del Duero,6.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodega Cerrón,El Sentido de la Vida 2016,2016,3.9,288,España / Murcia / Jumilla,16.90,Vino tinto,100 % de Cabernet Sauvignon,Murcia,Murcia
Jean Leon,Vinya Le Havre Reserva Cabernet Sauvignon 2017,2017,4.1,40,España / Cataluña / Penedès,20.90,Vino tinto,"Cabernet Sauvignon, Cabernet Franc",Cataluña,Cataluña
Monteabellon,Finca Matambres 2017,2017,4.3,118,España / Castilla y León / Ribera del Duero,28.25,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodega Contador (Benjamín Romeo),Contador Rioja 2014,2014,4.6,171,España / Rioja,319.90,Otro,"94 % de Tempranillo, 3 % de Mazuelo, 3 % de Graciano",Rioja,Rioja
Valtravieso,Ribera del Duero Vendimia Seleccionada VT 2016,2016,4.1,73,España / Castilla y León / Ribera del Duero,27.95,Vino tinto,"75 % de Tinto Fino, 15 % de Cabernet Sauvignon, 10 % de Merlot",Castilla y León,Castilla y León
Bodegas Langa,Pi - 3.1415 Concejon Tinto 2017,2017,3.8,194,España / Aragón,12.95,Vino tinto,Moristel,Aragón,Aragón
Lambuena,Reserva 2014,2014,4.0,50,España / Castilla y León / Ribera del Duero,33.71,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell 2017,2017,4.3,74,España / Murcia,27.90,Vino tinto,100 % de Monastrell,Murcia,Murcia
Baron de Ley,Tres Viñas Blanco Reserva 2008,2008,4.0,154,España / Rioja,13.23,Vino blanco,"Garnacha, Malvasia, Viura",Rioja,Rioja
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes) 2018,2018,4.4,1191,España / Castilla / Almansa,21.90,Otro,100 % de Garnacha Tintorera,Castilla,Castilla
Muga,Prado Enea Gran Reserva 2014,2014,4.5,1334,España / Rioja,58.68,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Cosme Palacio,Milflores Rioja Blanco 2020,2020,3.2,28,España / Rioja,5.90,Vino blanco,100 % de Viura,Rioja,Rioja
Attis,Xión Albariño 2019,2019,3.8,92,España / Galicia / Rías Baixas,10.70,Vino blanco,100 % de Albariño,Galicia,Galicia
Comunica,Suc de Sauló 2018,2018,3.7,75,España / Cataluña / Tarragona / Montsant,13.15,Otro,"Shiraz/Syrah, Cariñena, Garnacha",Cataluña,Cataluña
Viñas del Cénit,Venta Mazarrón Tempranillo 2016,2016,3.7,364,España / Castilla y León / Tierra del Vino de Zamora,11.49,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Maior de Mendoza,Albariño Sobre Lías (On Lees) 2020,2020,4.0,169,España / Galicia / Rías Baixas,15.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Javier Sanz Viticultor,Sauvignon Blanc 2020,2020,4.1,204,España / Castilla y León / Rueda,9.30,Vino blanco,100 % de Sauvignon Blanc,Castilla y León,Castilla y León
Viña Salceda,Rioja Reserva 2017,2017,3.7,113,España / Rioja,11.95,Vino tinto,"Tempranillo, Graciano",Rioja,Rioja
La Vicalanda,Gran Reserva 2010,2010,4.4,240,España / Rioja,49.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Abadía Retuerta,Pago Valdebellón 2017,2017,4.4,60,España / Castilla y León / Sardón de Duero,67.50,Vino tinto,100 % de Cabernet Sauvignon,Castilla y León,Castilla y León
Marqués de la Concordia,Marqués de la Concordia VSG Premium (formerly Hacienda de Susar Rioja) 2016,2016,4.5,55,España / Rioja,35.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Raimat,Clamor Tinto 2020,2020,3.2,291,España / Cataluña / Costers del Segre,5.30,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Tempranillo",Cataluña,Cataluña
R. López de Heredia,Viña Cubillo 2013,2013,4.0,1029,España / Rioja / Rioja Alta,14.25,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Campillo,Fermentado en Barrica Blanco 2019,2019,4.0,198,España / Rioja,7.50,Vino blanco,"75 % de Viura, 25 % de Chardonnay",Rioja,Rioja
Finca del Mar,Tempranillo Crianza 2018,2018,3.4,207,España / Valencia / Utiel-Requena,4.17,Vino tinto,100 % de Tempranillo,Valencia,Valencia
Bodegas del Rosario,Bullas Cuatro Las Reñas 2019,2019,3.9,42,España / Murcia / Bullas,7.90,Vino tinto,"Cabernet Sauvignon, Tempranillo, Monastrell, Shiraz/Syrah",Murcia,Murcia
Can Ràfols dels Caus,Terraprima Blanc 2021,2021,3.8,54,España / Cataluña / Penedès,9.70,Vino blanco,"Riesling, Xarel-lo",Cataluña,Cataluña
Val de Vid,Verdejo 2020,2020,4.1,238,España / Castilla y León / Rueda,11.90,Otro,100 % de Verdejo,Castilla y León,Castilla y León
Cruz de Alba,Ribera del Duero (Crianza) 2019,2019,4.1,41,España / Castilla y León / Ribera del Duero,15.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Sierra Salinas,El Caire Monastrell 2018,2018,3.9,114,España / Vino de España,11.80,Otro,100 % de Monastrell,Vino de España,Vino de España
Dehesa del Carrizal,Cabernet Sauvignon 2017,2017,4.1,91,España / Castilla / Dehesa del Carrizal,14.48,Otro,100 % de Cabernet Sauvignon,Castilla,Castilla
Montespina,Sauvignon 2020,2020,3.7,113,España / Castilla y León / Rueda,6.30,Vino blanco,100 % de Sauvignon Blanc,Castilla y León,Castilla y León
Bodegas Exopto,Horizonte de Exopto Blanco 2021,2021,4.2,30,España / Rioja,13.90,Vino blanco,"Malvasia, Grenache Blanc, Viura",Rioja,Rioja
Castillo de Monjardin,Old Vines (La Cantera) Garnacha 2016,2016,3.4,42,España / Navarra,5.44,Vino tinto,100 % de Grenache,Navarra,Navarra
Alto Moncayo,Veraton Garnacha 2019,2019,4.3,76,España / Aragón / Campo de Borja,19.99,Vino tinto,100 % de Grenache,Aragón,Aragón
Pago de Almaraes,Almaraes 2010,2010,3.4,31,España / Andalucía,9.68,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo",Andalucía,Andalucía
Bodegas Franco-Españolas,Rioja Bordón Rosado 2020,2020,4.0,55,España / Rioja,4.54,Vino rosado,"Viura, Garnacha Tinta",Rioja,Rioja
Bodegas Mas Alta,Cirerets 2017,2017,4.2,262,España / Cataluña / Priorato,40.30,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Bodegas Valdelana,AGNVS Crianza Tempranillo 2018,2018,3.8,115,España / Rioja,12.50,Vino tinto,"95 % de Tempranillo, 5 % de Graciano",Rioja,Rioja
Cunqueiro,Blanco 2020,2020,3.7,25,España / Galicia / Ribeiro,10.90,Vino blanco,100 % de Torrontés,Galicia,Galicia
Luis A. Rodriguez Vazquez,Eidos Ermos Ribeiro 2018,2018,3.8,72,España / Galicia / Ribeiro,14.90,Vino tinto,Treixadura,Galicia,Galicia
Bodegas Abadía de San Quirce,Reserva 2015,2015,4.0,124,España / Castilla y León / Ribera del Duero,27.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Castelo de Medina,Castelo Rosé 2019,2019,3.5,87,España / Castilla y León,5.62,Vino rosado,100 % de Garnacha,Castilla y León,Castilla y León
Tobia,Alma Tobía Rioja 2015,2015,4.5,73,España / Rioja,16,Vino tinto,"Garnacha, Tempranillo",Rioja,Rioja
Bodegas Ochoa,8A Mil Gracias Graciano 2017,2017,3.9,26,España / Navarra,12.35,Vino tinto,Graciano,Navarra,Navarra
Borsao Bodegas,Tres Picos Garnacha 2015,2015,4.0,4714,España / Aragón / Campo de Borja,28.50,Vino tinto,100 % de Garnacha,Aragón,Aragón
Soto y Manrique,Tinita Viñas de Verdejo 2013,2013,3.7,49,España / Castilla y León / Rueda,9.50,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Clea,Crianza 2018,2018,3.8,223,España / Castilla y León / Ribera del Duero,9.95,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Clos d'Agon,Amic Red 2016,2016,3.7,73,España / Cataluña,15.85,Vino tinto,"42 % de Macabeo, 22 % de Moscatel, 19 % de Grenache, 13 % de Garnacha Blanca, 3 % de Viognier, 1 % de Roussanne",Cataluña,Cataluña
Bodega Contador (Benjamín Romeo),Macizo Blanco 2014,2014,3.8,88,España / Cataluña,15.90,Vino blanco,"60 % de Xarel-lo, 40 % de Garnacha Blanca",Cataluña,Cataluña
Can Xanet,Xanet 2017,2017,3.9,85,España / Islas Baleares / Mallorca,16.23,Vino tinto,"Shiraz/Syrah, Merlot, Callet, Manto Negro",Islas Baleares,Islas Baleares
Fuentespina,3 Meses 2019,2019,3.5,28,España / Castilla y León / Ribera del Duero,6.45,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
AT Roca,Rosat Reserva Brut 2018,2018,3.8,42,España / Cataluña / Penedès,12.15,Vino espumoso,"Macabeo, Garnacha",Cataluña,Cataluña
Vizcarra,Celia 2010,2010,4.2,54,España / Castilla y León / Ribera del Duero,63.50,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Moral Diez,Antonio Moral 2019,2019,4.2,31,España / Castilla y León / Ribera del Duero,13.07,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Ondarre,Rioja Reserva 2018,2018,4.0,214,España / Rioja,9.66,Vino tinto,"Tempranillo, Mazuelo, Garnacha",Rioja,Rioja
Les Cousins Marc & Adrià,Sagesse 2016,2016,4.0,45,España / Cataluña / Priorato,24.90,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Falset Marçà,Ètim Tradition Verema Tardana Negre Dolç 2017,2017,3.6,38,España / Cataluña / Tarragona / Montsant,8.10,Vino de postre,100 % de Grenache,Cataluña,Cataluña
Analivia,Verdejo Selección 2021,2021,3.8,108,España / Castilla y León / Rueda,5.75,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Ramón Bilbao,LaLomba Rosado 2017,2017,3.9,263,España / Rioja,19.80,Vino rosado,"90 % de Garnacha, 10 % de Viura",Rioja,Rioja
Clos d'Agon,Tinto 2001,2001,4.1,60,España / Cataluña,42.60,Vino tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot, Shiraz/Syrah",Cataluña,Cataluña
Quinta de Couselo,Selección Rosal 2015,2015,4.2,108,España / Galicia / Rías Baixas,24.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Bernabeleva,Cantocuerdas Albillo 2017,2017,3.6,60,España / Madrid,16.90,Otro,Albillo,Madrid,Madrid
Mustiguillo,Mestizaje Tinto 2017,2017,3.8,1059,España / Valencia / El Terrerazo,10.04,Vino tinto,100 % de Bobal,Valencia,Valencia
Gómez Cruzado,Montes Obarenes Selección Terroir 2018,2018,4.4,56,España / Rioja,42,Vino blanco,100 % de Viura,Rioja,Rioja
Arzuaga,Pago Florentino 2016,2016,3.9,853,España / Castilla / Pago Florentino,12.30,Vino tinto,100 % de Cencibel,Castilla,Castilla
Dominio de Atauta,Llanos del Almendro Ribera del Duero 2010,2010,4.3,49,España / Castilla y León / Ribera del Duero,95,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Mas d'en Gil,Clos Fontà Priorat 2001,2001,4.3,60,España / Cataluña / Priorato,52.50,Vino tinto,"Cariñena, Garnacha, Garnacha Peluda",Cataluña,Cataluña
Bodegas Arraez,Bala Perdida Alicante Bouschet 2018,2018,3.8,753,España / Valencia / Alicante,6.88,Vino tinto,100 % de Alicante Bouschet,Valencia,Valencia
Familia Torres,Natureo Muscat 2021,2021,3.5,66,España / Cataluña,7.25,Otro,100 % de Moscatel de Alejandría,Cataluña,Cataluña
Antonio Montero,Godello 2018,2018,3.5,56,España / Galicia / Monterrei,7.95,Vino blanco,100 % de Godello,Galicia,Galicia
Zuazo Gaston,Reserva 2013,2013,3.8,57,España / Rioja,12.95,Vino tinto,"Tempranillo, Graciano",Rioja,Rioja
Bodega Sommos,Glárima Merlot - Tempranillo 2019,2019,3.5,620,España / Aragón / Somontano,4.70,Vino tinto,"50 % de Merlot, 30 % de Tempranillo, 10 % de Shiraz/Syrah, 10 % de Cabernet Sauvignon",Aragón,Aragón
Fillaboa,Selección Finca Monte Alto 2019,2019,4.1,39,España / Galicia / Rías Baixas,19.90,Vino blanco,100 % de Albariño,Galicia,Galicia
Vega Sicilia,Valbuena 5º 2004,2004,4.6,1628,España / Castilla y León / Ribera del Duero,260.15,Vino tinto,"Merlot, Tempranillo",Castilla y León,Castilla y León
Palacios Remondo,Rioja Plácet Valtomelloso 2019,2019,4.0,238,España / Rioja,19.90,Vino blanco,100 % de Viura,Rioja,Rioja
Solar de Samaniego,Gran Reserva 2006,2006,3.8,33,España / Rioja,18,Vino tinto,"Garnacha, Tempranillo",Rioja,Rioja
Miguel Merino,Viñas Jóvenes 2019,2019,4.1,93,España / Rioja,15.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
De Muller,Syrah 2019,2019,3.7,305,España / Cataluña / Tarragona,7.85,Vino tinto,100 % de Shiraz/Syrah,Cataluña,Cataluña
Vivanco,Parcelas de Maturana Tinta Colección Rioja 2017,2017,4.3,47,España / Rioja,36.50,Vino tinto,100 % de Maturana Tinta,Rioja,Rioja
Osborne,Solaz Tempranillo - Cabernet Sauvignon 2020,2020,3.4,361,España / Castilla,3.69,Vino tinto,100 % de Cabernet Sauvignon,Castilla,Castilla
Bodegas Valduero,Ribera Del Duero Reserva 2015,2015,4.1,35,España / Castilla y León / Ribera del Duero,36.45,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Franco-Españolas,Rioja Bordón Crianza 2018,2018,3.7,464,España / Rioja,6.28,Otro,"80 % de Tempranillo, 20 % de Garnacha",Rioja,Rioja
